"pontoLat";"pontoLong";"pontoEnd";"idtipoSinal";"tipoSinalDesc";"pontoVagas"
"-30.0398557";"-51.22235039999998";"Rua Luiz Afonso, 360 - Cidade Baixa, Porto Alegre - RS, 90050-310, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0393772";"-51.218204600000035";"Rua Octávio Corrêa, 15 - Cidade Baixa, Porto Alegre - RS, 90050-120, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0390859";"-51.22353250000003";"R. da República, 420 - Cidade Baixa, Porto Alegre - RS, 90050-320, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0393567";"-51.22420420000003";"R. da República, 490 - Cidade Baixa, Porto Alegre - RS, 90050-320, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.039364";"-51.224606900000026";"R. da República, 518 - Cidade Baixa, Porto Alegre - RS, 90050-321, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0869624";"-51.23831259999997";"R. Jataí, 331 - Cristal, Porto Alegre - RS, 90820-190, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0130908";"-51.15604589999998";"R. Adão Baino, 285 - Cristo Redentor, Porto Alegre - RS, 91350-240, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0109072";"-51.158262000000036";"R. Álvares Cabral, 25 - Cristo Redentor, Porto Alegre - RS, 91040-140, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0106987";"-51.162437100000034";"Rua Enes Bandeira, 20 - Cristo Redentor, Porto Alegre - RS, 91040-330, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0161128";"-51.156903";"R. Marco Polo, 93 - Cristo Redentor, Porto Alegre - RS, 91350-280, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0416147";"-51.21736340000001";"Av. Venâncio Aires, 276 - Cidade Baixa, Porto Alegre - RS, 90040-191, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0374525";"-51.21120259999998";"Rua Santa Terezinha, 42 - Farroupilha, Porto Alegre - RS, 90040-180, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0193346";"-51.20579150000003";"R. Câncio Gomes, 765 - Floresta, Porto Alegre - RS, 90220-060, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0177058";"-51.200244199999986";"R. Dr. Timóteo, 289 - Floresta, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0238441";"-51.21599040000001";"R. Ernesto Alves, 37 - Floresta, Porto Alegre - RS, 90220-190, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.02425";"-51.215439";"R. Ernesto Alves, 118 - Floresta, Porto Alegre - RS, 90220-190, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0187052";"-51.211654399999986";"Rua Hoffmann, 192 - Floresta, Porto Alegre - RS, 90220-170, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0189423";"-51.211083599999995";"Rua Hoffmann, 248 - Floresta, Porto Alegre - RS, 90220-170, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0241924";"-51.211422700000014";"R. Pelotas, 450 - Floresta, Porto Alegre - RS, 90220-110, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0210983";"-51.21393710000001";"R. Ramiro Barcelos, 85 - Floresta, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.02365499999999";"-51.21070270000001";"R. Ramiro Barcelos, 503 - Floresta, Porto Alegre - RS, 90035-004, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.02303643743961";"-51.211756243238824";"R. São Carlos, 283 - Floresta, Porto Alegre - RS, 90220-121, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.018893485988453";"-51.208377685844425";"R. Sete de Abril, 291-297 - Floresta, Porto Alegre - RS, 90220-130, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0285439";"-51.214190599999995";"R. Santo Antonio, 381 - Floresta, Porto Alegre - RS, 90220-010, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0310919";"-51.21600330000001";"Rua Tomaz Flores, 192 - Independência, Porto Alegre - RS, 90035-200, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0546448";"-51.184826799999996";"R. Valparaíso, 926 - Jardim Botânico, Porto Alegre - RS, 90690-220, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0518581";"-51.223735499999975";"Av. Ganzo, 633 - Menino Deus, Porto Alegre - RS, 90150-071, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0606122";"-51.22369739999999";"Praça Menino Deus, 19 - Menino Deus, Porto Alegre - RS, 90850-180, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0612109";"-51.230785200000014";"R. Barão do Cerro Largo, 11 - Menino Deus, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0605107";"-51.22477349999997";"R. Oscar Bittencourt, 250 - Menino Deus, Porto Alegre - RS, 90850-150, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0595433";"-51.22796899999997";"R. Grão Pará, 240 - Menino Deus, Porto Alegre - RS, 90850-170, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0533274";"-51.22635249999996";"R. Hugo Ribeiro, 11 - Menino Deus, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0633289";"-51.2308544";"R. Miguel Couto, 198 - Menino Deus, Porto Alegre - RS, 90850-050, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0276375";"-51.20197989999997";"R. Comendador Caminha, 102 - Moinhos de Vento, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.027106";"-51.19678729999998";"Tv. Angustura, 66 - Moinhos de Vento, Porto Alegre - RS, 90440-030, Brasil";"9";"Carga e Descarga Permitida";"01"
"-30.0265745";"-51.19020649999999";"R. Silva Jardim, 515 - Auxiliadora, Porto Alegre - RS, 90450-071, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0936235";"-51.22409290000002";"Av. Nonoai, 1521 - Nonoai, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0602148";"-51.19240430000002";"R. Barão do Amazonas, 1941 - Partenon, Porto Alegre - RS, 90660-001, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0567131";"-51.16714890000003";"R. Frei Germano, 595 - Partenon, Porto Alegre - RS, 91530-060, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.009052";"-51.17197909999999";"R. Barão de Tramandaí, 55 - Passo d'Areia, Porto Alegre - RS, 91030-380, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0101808";"-51.17126740000003";"R. Sport Club São José, 78 - Passo d'Areia, Porto Alegre - RS, 91030-510, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0344317";"-51.17924360000001";"Av. Lageado, 1356 - Petrópolis, Porto Alegre - RS, 90460-110, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.03843239999999";"-51.178964199999996";"Av. Palmeira, 251 - Petrópolis, Porto Alegre - RS, 90470-300, Brasil";"9";"Carga e Descarga Permitida";
"-30.0375337";"-51.18290790000003";"R. Prof. Fitzgerald, 149 - Petrópolis, Porto Alegre - RS, 90470-160, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0509907";"-51.22928289999999";"R. Cecília Meireles, 116 - Praia de Belas, Porto Alegre - RS, 90110-010, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0335521";"-51.2054632";"R. Cabral, 281 - Rio Branco, Porto Alegre - RS, 90420-121, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.03771789999999";"-51.20298809999997";"R. Cel. Paulino Teixeira, 400 - Rio Branco, Porto Alegre - RS, 90420-160, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0327028";"-51.2097627";"R. Felipe Camarão, 386 - Rio Branco, Porto Alegre - RS, 90035-140, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.036255499999978";"-51.20738422327884";"Rua Francisco Ferrer, 441 - Rio Branco, Porto Alegre - RS, 90420-140, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0329447";"-51.205596000000014";"R. Liberdade, 10 - Rio Branco, Porto Alegre - RS, 90420-090, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.01993319999999";"-51.1074782";"Estr. Martim Félix Berta, 385 - Rubem Berta, Porto Alegre - RS, 91250-200, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0204615";"-51.107507199999986";"Estr. Martim Félix Berta, 445 - Rubem Berta, Porto Alegre - RS, 91250-200, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0386635";"-51.20295090000002";"R. Dr. Alcídes Cruz, 15 - Santa Cecilia, Porto Alegre - RS, 90630-160, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.040514";"-51.20102399999996";"R. João Guimarães, 182 - Santa Cecilia, Porto Alegre - RS, 90630-170, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0409481";"-51.19604529999998";"R. Vicente da Fontoura, 2412 - Rio Branco, Porto Alegre - RS, 90640-001, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0084818";"-51.17863729999999";"Av. Gen. Emílio Lúcio Esteves, 5 - Santa Maria Goretti, Porto Alegre - RS, 91030-290, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0042192";"-51.17902860000004";"Av. Gen. Emílio Lúcio Esteves, 512 - Santa Maria Goretti, Porto Alegre - RS, 91030-290, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0405501";"-51.20983419999999";"Av. Jerônimo de Ornelas, 550 - Santana, Porto Alegre - RS, 90040-340, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0394889";"-51.20925349999999";"R. Jacinto Gomes, 232 - Santana, Porto Alegre - RS, 90040-270, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0141167";"-51.197799499999974";"Av. Berlim, 561 - São Geraldo, Porto Alegre - RS, 90240-581, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0096454";"-51.202501100000006";"Av. Farrapos, 2622 - Floresta, Porto Alegre - RS, 90220-002, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0090321";"-51.203852900000015";"Av. Guido Mondim, 180 - São Geraldo, Porto Alegre - RS, 90230-260, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0122002";"-51.19956509999997";"Av. Pará, 1125 - Navegantes, Porto Alegre - RS, 90240-590, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0058738";"-51.19974590000004";"Av. Pernambuco, 1483 - São Geraldo, Porto Alegre - RS, 90240-005, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0093447";"-51.201171999999985";"Av. Polônia, 761 - São Geraldo, Porto Alegre - RS, 90230-110, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0102017";"-51.20354359999999";"Av. São Pedro, 585 - São Geraldo, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.00782271038988";"-51.20191352149584";"R. Ernesto Fontoura, 635 - São Geraldo, Porto Alegre - RS, 90230-091, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0079445";"-51.2015394";"R. Ernesto Fontoura, 703 - São Geraldo, Porto Alegre - RS, 90230-091, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0115406";"-51.203991599999995";"R. Moura Azevedo, 579 - São Geraldo, Porto Alegre - RS, 90230-151, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0117284";"-51.20322139999996";"R. Moura Azevedo, 715 - São Geraldo, Porto Alegre - RS, 90230-151, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0130451";"-51.19744830000002";"R. Buarque de Macedo, 556 - São Geraldo, Porto Alegre - RS, 90230-250, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0066769";"-51.1876297";"Rua Marquês do Alegrete, 406 - São João, Porto Alegre - RS, 91020-030, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.012495";"-51.1928221";"Rua Zamenhoff, 132 - São João, Porto Alegre - RS, 90550-090, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0343159";"-51.17585959999997";"R. Eng. Ildefonso Simões Lopes, 323 - Três Figueiras, Porto Alegre - RS, 91330-180, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.1113831";"-51.25555229999998";"Praça Comendador Souza Gomes, 73 - Tristeza, Porto Alegre - RS, 91900-250, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.03416259999999";"-51.21297240000001";"Rua General João Telles, 523 - Bom Fim, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0279525";"-51.15043880000002";"Av. Circular, 628 - Vila Jardim, Porto Alegre - RS, 91320-181, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.11934029999999";"-51.207098900000005";"R. Catarino Andreata, 180 - Vila Nova, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0371137";"-51.124332200000026";"Av. Antônio Giudice, 128 - Alto Petrópolis, Porto Alegre - RS, 91260-040, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0196199";"-51.1074921";"Rua Professora Amy Herve Ramires, 203 - Rubem Berta, Porto Alegre - RS, 91250-240, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0021849";"-51.134519599999976";"Av. Assis Brasil, 5500 - Passo d'Areia, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0015486";"-51.133488";"Av. Assis Brasil, 5577 - Sarandi, Porto Alegre - RS, 91010-004, Brasil";"9";"Carga e Descarga Permitida";"0"
"-29.9949527";"-51.129987400000005";"Av. Assis Brasil, 6395 - Passo d'Areia, Porto Alegre - RS, 91010-004, Brasil";"9";"Carga e Descarga Permitida";"0"
"-29.99231219999999";"-51.127874299999974";"Av. Assis Brasil, 6732 - Passo D'areia, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0110495";"-51.1475762";"Av. Benno Mentz, 13 - Vila Ipiranga, Porto Alegre - RS, 91370-020, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0578518";"-51.21347330000003";"Av. Dr. Carlos Barbosa, 232 - Azenha, Porto Alegre - RS, 90880-001, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.136221";"-51.21963490000002";"Av. Eduardo Prado, 2003 - Ipanema, Porto Alegre - RS, 91751-000, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.055498";"-51.169556899999975";"Av. Ipiranga, 6750 - Jardim Botânico, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0227297";"-51.1938854";"Av. Mariland, 907 - São João, Porto Alegre - RS, 90440-191, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.10749089999999";"-51.246966199999974";"Av. Otto Niemeyer, 1211 - Tristeza, Porto Alegre - RS, 91910-001, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.10341349999999";"-51.235064299999976";"Av. Otto Niemeyer, 2446 - Tristeza, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0596783";"-51.23031120000002";"Av. Padre Cacique, 22 - Praia de Belas, Porto Alegre - RS, 90810-240, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0106255";"-51.20129700000001";"Av. Pernambuco, 2022 - Navegantes, Porto Alegre - RS, 90240-003, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0029209";"-51.200929599999995";"Av. Pres. Franklin Roosevelt, 350 - Navegantes, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0481986";"-51.2078573";"Av. Princesa Isabel, 595 - Santana, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0435935";"-51.18577579999999";"Av. Protásio Alves, 2332 - R Branco, Porto Alegre - RS, 90410-006, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0660925";"-51.18515460000003";"Av. Veiga, 146 - Cel. Aparicio Borges, Porto Alegre - RS, 91510-120, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0415375";"-51.217053899999996";"Av. Venâncio Aires, 306 - Cidade Baixa, Porto Alegre - RS, 90040-191, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0408857";"-51.21578550000004";"Av. Venâncio Aires, 445 - Cidade Baixa, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";
"-30.040841";"-51.21555089999998";"Av. Venâncio Aires, 465 - Cidade Baixa, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.012272";"-51.16792090000001";"Av. Andaraí, 40 - Passo d'Areia, Porto Alegre - RS, 91350-110, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.053659880858238";"-51.18868457361066";"R. Barão do Amazonas, 1145 - Jardim Botânico, Porto Alegre - RS, 90670-004, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.05434";"-51.18896319999999";"R. Barão do Amazonas, 1220 - Jardim Botânico, Porto Alegre - RS, 90670-001, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.05244729999999";"-51.219229799999994";"R. Barão do Triunfo, 261 - Menino Deus, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0232919";"-51.18232660000001";"R. Campos Sáles, 335 - Auxiliadora, Porto Alegre - RS, 90480-030, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0307081";"-51.20611020000001";"R. Castro Alves, 442 - Independência, Porto Alegre - RS, 90430-130, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0605517";"-51.2262824";"R. Dona Augusta, 47 - Menino Deus, Porto Alegre - RS, 90850-130, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0282376";"-51.20286269999997";"R. Dr. Florêncio Ygartua, 188 - Moinhos de Vento, Porto Alegre - RS, 90430-010, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.02307039999999";"-51.199832500000014";"R. Dr. Timóteo, 870 - Floresta, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.02034009999999";"-51.20230379999998";"R. Félix da Cunha, 833 - Floresta, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0270182";"-51.215230599999984";"Rua Garibaldi, 724 - Bom Fim, Porto Alegre - RS, 90035-051, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0327913";"-51.2125618";"Rua General João Telles, 369 - Bom Fim, Porto Alegre - RS, 90035-120, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0343405";"-51.21298350000001";"Rua General João Telles, 541 - Bom Fim, Porto Alegre - RS, 90035-120, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0375731";"-51.222409700000014";"R. Gen. Lima e Silva, 457 - Centro Histórico, Porto Alegre - RS, 90050-101, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0376919";"-51.22244239999998";"R. Gen. Lima e Silva, 461 - Centro Histórico, Porto Alegre - RS, 90050-101, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.03806115461055";"-51.22187370370483";"R. Gen. Lima e Silva, 544 - Centro Histórico, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0354364";"-51.176437899999996";"R. João Caetano, 290 - Três Figueiras, Porto Alegre - RS, 90470-260, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.03617809999999";"-51.22711429999998";"R. José do Patrocínio, 20 - Cidade Baixa, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.042617199643068";"-51.22036247301634";"R. José do Patrocínio, 954 - Cidade Baixa, Porto Alegre - RS, 90050-002, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0434083";"-51.21954529999999";"R. José do Patrocínio, 1062 - Cidade Baixa, Porto Alegre - RS, 90050-002, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0492035";"-51.226447399999984";"R. Marcílio Dias, 255 - Menino Deus, Porto Alegre - RS, 90130-001, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0500081";"-51.219059300000026";"R. Marcílio Dias, 1031 - Menino Deus, Porto Alegre - RS, 90130-001, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0358595";"-51.2039843";"R. Mariante, 896 - Rio Branco, Porto Alegre - RS, 90430-180, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0401014";"-51.21240829999999";"R. Olávo Bilac, 770";"9";"Carga e Descarga Permitida";"0"
"-30.0421676";"-51.20797959999999";"R. Ramiro Barcelos, 2600 - Floresta, Porto Alegre - RS, 90035-002, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0307036";"-51.18256289999999";"R. Regente, 248 - Petrópolis, Porto Alegre - RS, 90470-170, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0444603";"-51.21047290000001";"R. Santana, 702 - Santana, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0507886";"-51.20638410000004";"R. Santana, 1471 - Santana, Porto Alegre - RS, 90040-371, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.060111";"-51.22750259999998";"R. Silveiro, 30 - Menino Deus, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.02638439999999";"-51.2109825";"R. Tiradentes, 19 - Independência, Porto Alegre - RS, 90560-030, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0331771";"-51.202444600000035";"R. Vasco da Gama, 945 - Bom Fim, Porto Alegre - RS, 90420-111, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0222821";"-51.19397939999999";"R. 24 de Outubro, 1457 - Independência, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
"-30.0648427";"-51.18424909999999";"Tv. Guedes da Luz, 56 - Partenon, Porto Alegre - RS, Brasil";"9";"Carga e Descarga Permitida";"0"
